company_id,company_name,company_url,company_country,company_startyear
11741,G-Craft,https://www.igdb.com/companies/g-craft,,
907,Sony Computer Entertainment of America,https://www.igdb.com/companies/sony-computer-entertainment-of-america,United States,
45,"Sony Computer Entertainment, Inc. (SCEI)",https://www.igdb.com/companies/sony-computer-entertainment-inc-scei,Japan,1993.0
11757,Cattle Call,https://www.igdb.com/companies/cattle-call,Japan,1998.0
45645,Atrativa,https://www.igdb.com/companies/atrativa,,
74,CyberFront,https://www.igdb.com/companies/cyberfront,Japan,1968.0
469,JoWooD Entertainment AG,https://www.igdb.com/companies/jowood-entertainment-ag,Austria,1995.0
580,Spellbound Entertainment,https://www.igdb.com/companies/spellbound-entertainment,Germany,1994.0
7336,Trinigy,https://www.igdb.com/companies/trinigy,Germany,
566,Midway,https://www.igdb.com/companies/midway,United States,1988.0
2536,Midway Studios Austin,https://www.igdb.com/companies/midway-studios-austin,,
40013,Fargus Multimedia,https://www.igdb.com/companies/fargus-multimedia,Russian Federation,1996.0
1566,Agetec,https://www.igdb.com/companies/agetec,,
667,Crave Entertainment,https://www.igdb.com/companies/crave-entertainment,United States,1997.0
2083,Metro 3D,https://www.igdb.com/companies/metro-3d,,
1791,Acclaim Japan,https://www.igdb.com/companies/acclaim-japan,,
1792,Acclaim Studios London,https://www.igdb.com/companies/acclaim-studios-london,United Kingdom,1984.0
487,3DO,https://www.igdb.com/companies/3do,,
99,The 3DO Company,https://www.igdb.com/companies/the-3do-company,United States,1991.0
268,Global Star Software,https://www.igdb.com/companies/global-star-software,Canada,1992.0
16437,Team17,https://www.igdb.com/companies/team17,United Kingdom,1990.0
351,EA Montreal,https://www.igdb.com/companies/ea-montreal,Canada,2004.0
725,Buzz Monkey Software,https://www.igdb.com/companies/buzz-monkey-software,,
7,Visceral Games,https://www.igdb.com/companies/visceral-games,United States,2009.0
2841,"D4 Enterprise, Inc",https://www.igdb.com/companies/d4-enterprise-inc,,
1474,SNK,https://www.igdb.com/companies/snk,Japan,1978.0
38,Ubisoft Montreal,https://www.igdb.com/companies/ubisoft-montreal,Canada,1997.0
104,Ubisoft Entertainment,https://www.igdb.com/companies/ubisoft-entertainment,,1986.0
822,Ubisoft Singapore,https://www.igdb.com/companies/ubisoft-singapore,Singapore,2008.0
39,Ubisoft Annecy,https://www.igdb.com/companies/ubisoft-annecy,France,1996.0
697,Ubisoft Bucharest,https://www.igdb.com/companies/ubisoft-bucharest,Romania,1992.0
2921,Ubisoft Kyiv,https://www.igdb.com/companies/ubisoft-kyiv,Ukraine,2008.0
15790,Ubisoft Québec,https://www.igdb.com/companies/ubisoft-quebec--1,Canada,2005.0
840,Ubisoft Sofia,https://www.igdb.com/companies/ubisoft-sofia,Bulgaria,2006.0
899,Ubisoft Milan,https://www.igdb.com/companies/ubisoft-milan,Italy,2003.0
8433,"Dracue, Co. ltd",https://www.igdb.com/companies/dracue-co-ltd,,
832,Rising Star Games,https://www.igdb.com/companies/rising-star-games,United Kingdom,2004.0
16704,Sonnori,https://www.igdb.com/companies/sonnori,"Korea, Republic of",1992.0
13317,Sonnori Corporation,https://www.igdb.com/companies/sonnori-corporation,,
37197,Ingram Entertainment,https://www.igdb.com/companies/ingram-entertainment,,
2252,Compile Heart,https://www.igdb.com/companies/compile-heart,Japan,2006.0
2438,CyberConnect2,https://www.igdb.com/companies/cyberconnect2,Japan,2001.0
3046,Gust,https://www.igdb.com/companies/gust,Japan,1993.0
858,Koei Tecmo Games,https://www.igdb.com/companies/koei-tecmo-games,Japan,2010.0
6066,Koei Tecmo America Corporation,https://www.igdb.com/companies/koei-tecmo-america-corporation,United States,2010.0
7445,Koei Tecmo Europe,https://www.igdb.com/companies/koei-tecmo-europe,United Kingdom,2009.0
630,Koei,https://www.igdb.com/companies/koei,Japan,1978.0
18532,Koei Tecmo,https://www.igdb.com/companies/koei-tecmo,,
2205,Big Blue Bubble,https://www.igdb.com/companies/big-blue-bubble,Canada,
1217,Spike ChunSoft,https://www.igdb.com/companies/spike-chunsoft,Japan,2012.0
660,Capcom Production Studio 1,https://www.igdb.com/companies/capcom-production-studio-1,Japan,1999.0
1307,Nick Games,https://www.igdb.com/companies/nick-games,,
1972,Adrenium Games,https://www.igdb.com/companies/adrenium-games,,
10205,JVC Musical Industries Europe,https://www.igdb.com/companies/jvc-musical-industries-europe,,
303,Jaleco,https://www.igdb.com/companies/jaleco,Japan,1974.0
1804,Genki,https://www.igdb.com/companies/genki,Japan,
118,Midway Studios Los Angeles,https://www.igdb.com/companies/midway-studios-los-angeles,United States,1994.0
340,Empire Interactive,https://www.igdb.com/companies/empire-interactive,United Kingdom,1987.0
1286,Blitz Games,https://www.igdb.com/companies/blitz-games,,
250,Square,https://www.igdb.com/companies/square,Japan,1983.0
26,Square Enix,https://www.igdb.com/companies/square-enix,Japan,2003.0
78,Snowblind Studios,https://www.igdb.com/companies/snowblind-studios,,
5057,Pacific Century CyberWorks,https://www.igdb.com/companies/pacific-century-cyberworks,Hong Kong,1979.0
12,Black Isle Studios,https://www.igdb.com/companies/black-isle-studios,,1996.0
5,Interplay Entertainment,https://www.igdb.com/companies/interplay-entertainment,United States,1983.0
6024,Square One Games Inc.,https://www.igdb.com/companies/square-one-games-inc,Canada,2010.0
17160,Virgin Interactive Entertainment,https://www.igdb.com/companies/virgin-interactive-entertainment,United Kingdom,1993.0
771,Rare,https://www.igdb.com/companies/rare,United Kingdom,1985.0
1735,Runecraft,https://www.igdb.com/companies/runecraft,United Kingdom,1997.0
815,Vivendi Universal Games,https://www.igdb.com/companies/vivendi-universal-games,United States,2001.0
40836,Pixel Tales,https://www.igdb.com/companies/pixel-tales,Sweden,2004.0
1021,WayForward Technologies,https://www.igdb.com/companies/wayforward-technologies,United States,1990.0
1738,Game Machine Studios,https://www.igdb.com/companies/game-machine-studios,,
1303,Blue Tongue Entertainment,https://www.igdb.com/companies/blue-tongue-entertainment,Australia,1995.0
1952,Sting Entertainment,https://www.igdb.com/companies/sting-entertainment,Japan,1989.0
10535,Acclaim,https://www.igdb.com/companies/acclaim,,
810,Iguana Entertainment,https://www.igdb.com/companies/iguana-entertainment,United States,1991.0
3989,Playcast-media,https://www.igdb.com/companies/playcast-media,,
164,Rocksteady Studios,https://www.igdb.com/companies/rocksteady-studios,United Kingdom,2004.0
14055,Warner Bros. Interactive Entertainment,https://www.igdb.com/companies/warner-bros-interactive-entertainment,,
165,DC Entertainment,https://www.igdb.com/companies/dc-entertainment,,
2121,Iron Galaxy Studios,https://www.igdb.com/companies/iron-galaxy-studios,United States,2008.0
937,WB Games Montréal,https://www.igdb.com/companies/wb-games-montreal,Canada,2010.0
221,Splash Damage,https://www.igdb.com/companies/splash-damage,United Kingdom,2001.0
413,Human Head Studios,https://www.igdb.com/companies/human-head-studios,United States,1997.0
1281,Kemco,https://www.igdb.com/companies/kemco,Japan,1984.0
706,HotGen,https://www.igdb.com/companies/hotgen,United Kingdom,
1125,Kuju Entertainment,https://www.igdb.com/companies/kuju-entertainment,United Kingdom,1998.0
311,Digital Dialect,https://www.igdb.com/companies/digital-dialect,United States,
863,Takara,https://www.igdb.com/companies/takara,,
862,Tamsoft,https://www.igdb.com/companies/tamsoft,Japan,1992.0
91,Playmates Interactive Entertainment,https://www.igdb.com/companies/playmates-interactive-entertainment,,
2537,Lost Toys,https://www.igdb.com/companies/lost-toys,,
2006,Encore Software Inc.,https://www.igdb.com/companies/encore-software-inc,,
9455,EA Phenomic,https://www.igdb.com/companies/ea-phenomic,Germany,
73,Aspyr Media,https://www.igdb.com/companies/aspyr-media,United States,1996.0
137,Digital Illusions CE,https://www.igdb.com/companies/digital-illusions-ce,Sweden,1993.0
94,EA Digital Illusions CE,https://www.igdb.com/companies/ea-digital-illusions-ce,Sweden,2006.0
153,Digital Illusions CE: Canada,https://www.igdb.com/companies/digital-illusions-ce-canada,,
813,Universal Interactive Studios,https://www.igdb.com/companies/universal-interactive-studios,,
595,VU Games,https://www.igdb.com/companies/vu-games,,
60,Climax Group,https://www.igdb.com/companies/climax-group,,
2675,Nex Entertainment,https://www.igdb.com/companies/nex-entertainment,Japan,2005.0
3775,Bee Tribe,https://www.igdb.com/companies/bee-tribe,Japan,1968.0
852,PlatinumGames,https://www.igdb.com/companies/platinumgames,Japan,2007.0
329,Cavia,https://www.igdb.com/companies/cavia,Japan,2000.0
1976,NOW Production,https://www.igdb.com/companies/now-production,Japan,1986.0
432,Beenox,https://www.igdb.com/companies/beenox,Canada,2000.0
1252,Smart Bomb Interactive,https://www.igdb.com/companies/smart-bomb-interactive,United States,
1893,PopCap Games,https://www.igdb.com/companies/popcap-games,United States,2000.0
1128,1st Playable Productions,https://www.igdb.com/companies/1st-playable-productions,United States,2005.0
1314,Papaya Studio,https://www.igdb.com/companies/papaya-studio,United States,
1315,Monkey Bar Games,https://www.igdb.com/companies/monkey-bar-games,,
794,Virtuos,https://www.igdb.com/companies/virtuos,China,2004.0
36479,Full Fat Productions,https://www.igdb.com/companies/full-fat-productions,,
398,Ubisoft Shanghai,https://www.igdb.com/companies/ubisoft-shanghai,China,1996.0
702,Ubisoft Montpellier,https://www.igdb.com/companies/ubisoft-montpellier,France,1994.0
261,Quantic Dream,https://www.igdb.com/companies/quantic-dream,France,1997.0
713,Raylight Studios,https://www.igdb.com/companies/raylight-studios,,
81,Destination Software,https://www.igdb.com/companies/destination-software,,
395,Sonic Team,https://www.igdb.com/companies/sonic-team,Japan,1990.0
14150,Ryū Ga Gotoku Studios,https://www.igdb.com/companies/ryu-ga-gotoku-studios,Japan,2011.0
2943,Devil's Details,https://www.igdb.com/companies/devil-s-details,,
2492,2K Australia,https://www.igdb.com/companies/2k-australia,Australia,2000.0
649,2K Boston,https://www.igdb.com/companies/2k-boston,United States,2007.0
411,Robosoft Technologies,https://www.igdb.com/companies/robosoft-technologies,,
139,Take-Two Interactive,https://www.igdb.com/companies/take-two-interactive,United States,1993.0
18,2K China,https://www.igdb.com/companies/2k-china,China,2006.0
17,Digital Extremes,https://www.igdb.com/companies/digital-extremes,Canada,1993.0
19,Arkane Studios,https://www.igdb.com/companies/arkane-studios,France,1999.0
20,Darkside Game Studios,https://www.igdb.com/companies/darkside-game-studios,,
21,Irrational Games,https://www.igdb.com/companies/irrational-games,United States,1997.0
3023,Virtual Programming,https://www.igdb.com/companies/virtual-programming,United Kingdom,2000.0
842,GRIN,https://www.igdb.com/companies/grin,Sweden,1997.0
292,Traveller's Tales,https://www.igdb.com/companies/traveller-s-tales,United Kingdom,1989.0
260,Argonaut Games,https://www.igdb.com/companies/argonaut-games,,
1018,Gaijin Entertainment,https://www.igdb.com/companies/gaijin-entertainment,Russian Federation,
1918,Digital Fiction,https://www.igdb.com/companies/digital-fiction,,
6,Lionhead Studios,https://www.igdb.com/companies/lionhead-studios,United Kingdom,1996.0
1523,Attention To Detail,https://www.igdb.com/companies/attention-to-detail,United Kingdom,1988.0
1297,Gremlin Industries,https://www.igdb.com/companies/gremlin-industries,United States,1973.0
1218,Arc System Works,https://www.igdb.com/companies/arc-system-works,Japan,1988.0
2103,Aksys Games,https://www.igdb.com/companies/aksys-games,United States,2006.0
14087,Sega Corporation,https://www.igdb.com/companies/sega-corporation,Japan,2000.0
1919,Polygon Magic,https://www.igdb.com/companies/polygon-magic,Japan,1996.0
1920,Viz Media,https://www.igdb.com/companies/viz-media,,
1921,Shonen Jump,https://www.igdb.com/companies/shonen-jump,,
2175,Artoon,https://www.igdb.com/companies/artoon,Japan,1999.0
327,Midway Games,https://www.igdb.com/companies/midway-games,United States,1969.0
1295,Point of View,https://www.igdb.com/companies/point-of-view,,
1318,Sidhe Interactive,https://www.igdb.com/companies/sidhe-interactive,New Zealand,
1951,Silicon Knights,https://www.igdb.com/companies/silicon-knights,Canada,1992.0
10198,Semi Logic Entertainments,https://www.igdb.com/companies/semi-logic-entertainments,,
1046,Stormfront Studios,https://www.igdb.com/companies/stormfront-studios,United States,1993.0
451,Terminal Reality,https://www.igdb.com/companies/terminal-reality,United States,1994.0
1296,Raizing,https://www.igdb.com/companies/raizing,,
802,Eighting/Razing,https://www.igdb.com/companies/eighting-razing,,
2821,Eighting,https://www.igdb.com/companies/eighting,Japan,
2221,Mistwalker,https://www.igdb.com/companies/mistwalker,Japan,2004.0
44837,Climax Graphics,https://www.igdb.com/companies/climax-graphics,Japan,1996.0
1777,Player 1,https://www.igdb.com/companies/player-1,,
1404,Titus Software,https://www.igdb.com/companies/titus-software,France,
1208,Bizarre Creations,https://www.igdb.com/companies/bizarre-creations,United Kingdom,1988.0
179,Activision Blizzard,https://www.igdb.com/companies/activision-blizzard,United States,2008.0
536,DMA Design,https://www.igdb.com/companies/dma-design,United Kingdom,1988.0
1783,Midway Home Entertainment,https://www.igdb.com/companies/midway-home-entertainment,,
578,Gremlin Interactive,https://www.igdb.com/companies/gremlin-interactive,United Kingdom,1994.0
115,Codemasters,https://www.igdb.com/companies/codemasters,United Kingdom,1986.0
2945,Codemasters Guildford,https://www.igdb.com/companies/codemasters-guildford,United Kingdom,2007.0
218,Vatical Entertainment,https://www.igdb.com/companies/vatical-entertainment,,
2488,Atlus USA,https://www.igdb.com/companies/atlus-usa,United States,1991.0
22247,Graphic Research,https://www.igdb.com/companies/graphic-research,Japan,1982.0
1151,Game Arts,https://www.igdb.com/companies/game-arts,Japan,1985.0
147,Vivendi Universal,https://www.igdb.com/companies/vivendi-universal,,
1922,Racjin,https://www.igdb.com/companies/racjin,Japan,1995.0
375,Red Ant Enterprises,https://www.igdb.com/companies/red-ant-enterprises,,
140,EA Los Angeles,https://www.igdb.com/companies/ea-los-angeles,United States,2000.0
4227,Amblin Entertainment,https://www.igdb.com/companies/amblin-entertainment,,
1017,"The Neverhood, Inc.",https://www.igdb.com/companies/the-neverhood-inc,,
850,Dreamworks Interactive,https://www.igdb.com/companies/dreamworks-interactive,United States,1995.0
166,Shadows in Darkness,https://www.igdb.com/companies/shadows-in-darkness,,
1396,Amanita Design,https://www.igdb.com/companies/amanita-design,Czechia,2003.0
2521,Mattel Electronics,https://www.igdb.com/companies/mattel-electronics,,
48993,Digiplay,https://www.igdb.com/companies/digiplay,Brazil,
2751,Nihon Falcom,https://www.igdb.com/companies/nihon-falcom,Japan,1981.0
1923,Barking Lizards Technologies,https://www.igdb.com/companies/barking-lizards-technologies,United States,2001.0
252,Square Electronic Arts,https://www.igdb.com/companies/square-electronic-arts,,
9216,Hitoshi Sakimoto,https://www.igdb.com/companies/hitoshi-sakimoto,,
8224,Aerosoft GmbH,https://www.igdb.com/companies/aerosoft-gmbh,Germany,
42167,Konami Computer Entertainment Chicago,https://www.igdb.com/companies/konami-computer-entertainment-chicago,United States,
593,The Adventure Company,https://www.igdb.com/companies/the-adventure-company,Canada,2002.0
482,Revolution Software,https://www.igdb.com/companies/revolution-software,United Kingdom,1990.0
783,Kalypso Media,https://www.igdb.com/companies/kalypso-media,Germany,2006.0
76,Ronin Entertainment,https://www.igdb.com/companies/ronin-entertainment,,
1140,Digital Anvil,https://www.igdb.com/companies/digital-anvil,United States,1996.0
1769,Marvelous Interactive,https://www.igdb.com/companies/marvelous-interactive,Japan,1970.0
817,Taito,https://www.igdb.com/companies/taito,Japan,1969.0
547,Accolade,https://www.igdb.com/companies/accolade,United States,1984.0
2024,Eidetic,https://www.igdb.com/companies/eidetic,United States,1993.0
271,The Collective,https://www.igdb.com/companies/the-collective,United States,1997.0
13979,"Natsume Co., Ltd.",https://www.igdb.com/companies/natsume-co-dot-ltd,Japan,1987.0
1241,Artificial Mind & Movement,https://www.igdb.com/companies/artificial-mind-movement,Canada,2000.0
2233,Red Entertainment,https://www.igdb.com/companies/red-entertainment,Japan,2000.0
189,BAM! Entertainment,https://www.igdb.com/companies/bam-entertainment,United States,
1770,505 Game Street,https://www.igdb.com/companies/505-game-street,,
2213,AQ Interactive,https://www.igdb.com/companies/aq-interactive,Japan,2005.0
167,People Can Fly,https://www.igdb.com/companies/people-can-fly,Poland,2002.0
17463,Epic Games,https://www.igdb.com/companies/epic-games,United States,1991.0
636,Rockstar Vancouver,https://www.igdb.com/companies/rockstar-vancouver,Canada,1998.0
29,Rockstar Games,https://www.igdb.com/companies/rockstar-games,United States,
637,Rockstar New England,https://www.igdb.com/companies/rockstar-new-england,United States,2008.0
2426,Coleco,https://www.igdb.com/companies/coleco,,
2067,Dempa Shimbunsha,https://www.igdb.com/companies/dempa-shimbunsha,Japan,
2153,G1M2,https://www.igdb.com/companies/g1m2,,
2678,Data East,https://www.igdb.com/companies/data-east,Japan,1976.0
2759,Telegames,https://www.igdb.com/companies/telegames,United States,1986.0
