name,url,year,rating,votes,plot,Key
Shadowverse: Champion's Battle,https://www.imdb.com/title/tt14901244/?ref_=adv_li_tt,2021,0.0,0,Add a Plot,tt14901244
UnMetal,https://www.imdb.com/title/tt14904634/?ref_=adv_li_tt,2021,8.5,11,Add a Plot,tt14904634
"Guns, Gore & Cannoli 2",https://www.imdb.com/title/tt14905180/?ref_=adv_li_tt,2018,7.6,17,"Welcome to the 1940's, Europe is being torn apart by the war, The USA is preparing for battle and the mob does business as usual, Only this time they went too far, Even for Vinnie's standards.",tt14905180
Summertime Saga,https://www.imdb.com/title/tt14905346/?ref_=adv_li_tt,2019,8.7,29,"Summertime Saga is a high quality dating sim game, Set in a small suburban town where a young man just entering college is struck by the death of his father, Until he realized that wasn't the only thing he should worry about..",tt14905346
La-Mulana 2,https://www.imdb.com/title/tt14906554/?ref_=adv_li_tt,2018,0.0,0,"La-Mulana 2 follows Lumisa Kosugi as she explores the ancient ruins of La-Mulana, Desperate to find the cause of the recent slew of monsters appearing from the ruins, Lumisa discovers the ""other"" La-Mulana: the ruins known as Eg-Lana.",tt14906554
Deep Rock Galactic,https://www.imdb.com/title/tt14906734/?ref_=adv_li_tt,2020,7.6,113,Play with up to 3 others as a group of dwarfs working for the Deep Rock Galactic mining company. Explore the procedurally generated caves of Hoxxes IV and exploit their resources while also fighting against swarms of bug-like aliens.,tt14906734
Racing Juke,https://www.imdb.com/title/tt14909362/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14909362
Viki Spotter: Shopping,https://www.imdb.com/title/tt14909374/?ref_=adv_li_tt,2018,0.0,0,Add a Plot,tt14909374
Viki Spotter: School,https://www.imdb.com/title/tt14909378/?ref_=adv_li_tt,2018,0.0,0,Add a Plot,tt14909378
Viki Spotter: Space Mission,https://www.imdb.com/title/tt14909382/?ref_=adv_li_tt,2018,0.0,0,Add a Plot,tt14909382
Viki Spotter: The Farm,https://www.imdb.com/title/tt14909386/?ref_=adv_li_tt,2018,0.0,0,Add a Plot,tt14909386
Viki Spotter: Undersea,https://www.imdb.com/title/tt14909388/?ref_=adv_li_tt,2018,0.0,0,Add a Plot,tt14909388
Pipes!,https://www.imdb.com/title/tt14909392/?ref_=adv_li_tt,2017,0.0,0,Add a Plot,tt14909392
Alice's Patchworks 2,https://www.imdb.com/title/tt14909400/?ref_=adv_li_tt,2016,0.0,0,Add a Plot,tt14909400
Space Jam: A New Legacy: The Game,https://www.imdb.com/title/tt14914442/?ref_=adv_li_tt,2021,5.1,49,"Jump into virtual action. Play as LeBron, Bugs and Lola Bunny in a classic arcade-style side scroller featuring fan ideas, a retro art style, and fun for the whole family.",tt14914442
Richard Scarry's Busytown,https://www.imdb.com/title/tt14916124/?ref_=adv_li_tt,1993,0.0,0,Add a Plot,tt14916124
30XX,https://www.imdb.com/title/tt14918312/?ref_=adv_li_tt,2021,0.0,0,"Jump, shoot and slash your way through 30XX, The roguelike action platformer of your dreams, Explore lush, ever-changing worlds, Master unique Powers and Rediscover the thousand of years we've lost.",tt14918312
Carto,https://www.imdb.com/title/tt14919580/?ref_=adv_li_tt,2020,7.1,9,"Carto is a charming adventure game wrapped around a unique, world-altering puzzle mechanic, Use this power to explore mysterious lands, Help a quirky cast of characters, and guide Carto on her journey back to her family.",tt14919580
Samorost 1,https://www.imdb.com/title/tt14922838/?ref_=adv_li_tt,2021,6.5,14,"In this game you are wizard fish with legs that can combine 5 elements to create unique spells. Battle strangers, friends or hordes of evils Fishards by simply joining or hosting a room.",tt14922838
Don't Let it End,https://www.imdb.com/title/tt14922892/?ref_=adv_li_tt,2013,0.0,0,Add a Plot,tt14922892
Magic Coral,https://www.imdb.com/title/tt14922906/?ref_=adv_li_tt,2012,0.0,0,Add a Plot,tt14922906
Class of '09,https://www.imdb.com/title/tt14925408/?ref_=adv_li_tt,2021,0.0,0,"After her father commits suicide, a sociopathic girl enrolls into a new American high school in the late 2000's, intending to manipulate and bully her fellow students for status.",tt14925408
Melty Blood Type Lumina,https://www.imdb.com/title/tt14927298/?ref_=adv_li_tt,2021,7.7,22,Add a Plot,tt14927298
Die Pferdebande und der falsche Ritter,https://www.imdb.com/title/tt1492793/?ref_=adv_li_tt,2005,0.0,0,Add a Plot,tt1492793
DreamWorks Spirit Lucky's Big Adventure,https://www.imdb.com/title/tt14929302/?ref_=adv_li_tt,2021,3.8,5,Add a Plot,tt14929302
Luka und das geheimnisvolle Silberpferd,https://www.imdb.com/title/tt1492968/?ref_=adv_li_tt,2005,0.0,0,Add a Plot,tt1492968
Luka und der verborgene Schatz,https://www.imdb.com/title/tt1492969/?ref_=adv_li_tt,2008,0.0,0,Add a Plot,tt1492969
New Super Mario Bros. Wii,https://www.imdb.com/title/tt1493026/?ref_=adv_li_tt,2009,8.2,"3,039","Princess Peach's birthday is ruined by the evil Koopalings that trap Peach inside a cake. The cake is loaded onto Bowser's airship and takes off, with Mario, Luigi, and the two Toads giving chase.",tt1493026
Nikopol: Secrets of the Immortals,https://www.imdb.com/title/tt1493030/?ref_=adv_li_tt,2008,7.0,33,"In this follow up to Immortal (2004) set in cyberpunk 2023, artist Alcide Nikopol goes on the run from the fascist Parisian puppet state controlled by the reemerged mysterious alien gods of Egypt. Horus is his only ally.",tt1493030
Paradise,https://www.imdb.com/title/tt1493071/?ref_=adv_li_tt,2006,6.2,21,"Paradise is adventure game by White Birds Productions, a company formed by Benoît Sokal, based on novel by Sokal.",tt1493071
Sinking Island,https://www.imdb.com/title/tt1493182/?ref_=adv_li_tt,2007,7.8,32,"A Jack Norm Investigation is a third-person perspective adventure game that uses point and click game mechanics. It was developed by White Birds Productions, a company founded by Benoît Sokal.",tt1493182
Star Wars: The Clone Wars - Republic Heroes,https://www.imdb.com/title/tt1493210/?ref_=adv_li_tt,2009,6.4,305,"As separatist activity increases, the Republic is becoming increasingly aware of a separatist super weapon set to destroy the Republic.",tt1493210
Still Life 2,https://www.imdb.com/title/tt1493214/?ref_=adv_li_tt,2009,5.6,137,"In 2008, FBI agent Victoria McPherson finds herself in a confusing case while she has to fight against dark memories from her former case in 2004.",tt1493214
The Other World,https://www.imdb.com/title/tt14932818/?ref_=adv_li_tt,2020,0.0,0,"While you're sent to a mysterious world where monsters roam freely, you encounter some...Familiar faces. can you save them alll?",tt14932818
Pokémon Mezastar,https://www.imdb.com/title/tt14932824/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14932824
Sacred Earth - Reverie,https://www.imdb.com/title/tt14934870/?ref_=adv_li_tt,0,0.0,0,Add a Plot,tt14934870
Sexy Parodius,https://www.imdb.com/title/tt14942822/?ref_=adv_li_tt,1996,0.0,0,"Sexy Parodius is a horizontal-scrolling shooter arcade game, Where you play as one of the members of Parodius Team, You must stop a lecherous octopus and his army from hoarding a huge treasure mound for their own no-good deeds.",tt14942822
Katana-Ra,https://www.imdb.com/title/tt14948606/?ref_=adv_li_tt,0,0.0,0,Add a Plot,tt14948606
Alyx Bond: Runway,https://www.imdb.com/title/tt14949670/?ref_=adv_li_tt,2022,0.0,0,"Alyx Bond: Runway is the infusion of over 21 developers who worked hard to bring out the best in Source 2. Featuring custom composed audio soundtracks, voice actors, custom assets, ... See full summary »",tt14949670
Plazma Burst: Forward to the Past,https://www.imdb.com/title/tt14951046/?ref_=adv_li_tt,2009,0.0,0,"Set on an unknown planet, ahead of the Marine and Noir Lime. The heroes were sent into the past but landed in the wrong place. Aiming to land on Earth, but instead landed on a 'nearby planet' inhabited by hostile life forms.",tt14951046
The Debug,https://www.imdb.com/title/tt14953618/?ref_=adv_li_tt,2020,0.0,0,Get up. Get Down. Groove and move along in this stellar arcade-styled adventure. Nasty Woodensects are attacking the pond. Grab your can of Wood-Be-Gone(TM) spray and help this adorable dancing turtle take back his home.,tt14953618
Fallen Legion Revenants,https://www.imdb.com/title/tt14955080/?ref_=adv_li_tt,2021,0.0,0,Add a Plot,tt14955080
Tiefenrausch VR-Aniplay,https://www.imdb.com/title/tt14955422/?ref_=adv_li_tt,2018,0.0,0,Add a Plot,tt14955422
Island Saver,https://www.imdb.com/title/tt14956888/?ref_=adv_li_tt,2020,5.3,6,"You're a bionaut, dropped onto an island to save the animals from the worlds garbage, discarded in the oceans and ends up here. Learn environmental and finance skills in a friendly and exciting adventure. And it's Free.",tt14956888
Milk inside a bag of milk inside a bag of milk,https://www.imdb.com/title/tt14956896/?ref_=adv_li_tt,2020,6.9,16,Add a Plot,tt14956896
Newfound Courage,https://www.imdb.com/title/tt14956914/?ref_=adv_li_tt,2019,0.0,0,Add a Plot,tt14956914
HoneyLand,https://www.imdb.com/title/tt14956976/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14956976
Fable III,https://www.imdb.com/title/tt1495761/?ref_=adv_li_tt,2010,7.4,"2,749","Your journey to rule the throne of Albion begins fifty years after the events of the last chapter, and you play as the child of your hero from Fable II (2008).",tt1495761
Fable III,https://www.imdb.com/title/tt1495761/?ref_=adv_li_tt,2010,7.4,"2,748","Your journey to rule the throne of Albion begins fifty years after the events of the last chapter, and you play as the child of your hero from Fable II (2008).",tt1495761
Advance Wars 1+2: Re-Boot Camp,https://www.imdb.com/title/tt14960396/?ref_=adv_li_tt,2022,0.0,0,"Command an army in strategic, turn-based combat as a tactical adviser for the Orange Star Army, In this exciting remake of Advance Wars and Advance Wars 2: Black Hole Rising.",tt14960396
Granny 3,https://www.imdb.com/title/tt14965486/?ref_=adv_li_tt,2021,8.3,20,"Granny and Grandpa have a new home together. As usual, they do nothing important but walking around the house and guard so no one intrudes on their territory. You as a prisoner must try to get out of there before day five has expired.",tt14965486
The Godkiller - Chapter 1,https://www.imdb.com/title/tt14966730/?ref_=adv_li_tt,2022,0.0,0,"A puzzle adventure from Erik Hermansen, creator of Deadly Rooms of Death. Fling yourself into 60 massive puzzle levels. Stack blocks, dodge cops, die to progress, and discover the secrets of the afterlife.",tt14966730
Mindmist,https://www.imdb.com/title/tt14972598/?ref_=adv_li_tt,2021,0.0,0,Add a Plot,tt14972598
Life of A Yandere Simp,https://www.imdb.com/title/tt14972984/?ref_=adv_li_tt,2020,0.0,0,"Life of a Yandere Simp is a simulation game inside a university where you, a simp, have to find out who is interested in your love interest and eliminate them. You can find out who is ... See full summary »",tt14972984
UNO,https://www.imdb.com/title/tt14975272/?ref_=adv_li_tt,2016,7.2,24,"One of the most beloved card games, in the form of a video game. Available on major platforms such as PC, Xbox One, PS4, Nintendo Switch and more. With many DLCs available to spice things up.",tt14975272
Star Wars: Jar Jar's Journey,https://www.imdb.com/title/tt14979906/?ref_=adv_li_tt,1999,0.0,0,Add a Plot,tt14979906
A Cure for Jessica,https://www.imdb.com/title/tt14980004/?ref_=adv_li_tt,2022,0.0,0,"Dr. Olivia struggles to find a cure for her infected daughter, after an outbreak kills most of humanity.",tt14980004
Monster Prom: Second Term,https://www.imdb.com/title/tt14980572/?ref_=adv_li_tt,2019,0.0,0,Add a Plot,tt14980572
Crazy Machines Elements,https://www.imdb.com/title/tt14981226/?ref_=adv_li_tt,2011,0.0,0,Add a Plot,tt14981226
Trailer Park Tycoon,https://www.imdb.com/title/tt1498193/?ref_=adv_li_tt,2002,0.0,0,Add a Plot,tt1498193
Naughty Nudist Heroes,https://www.imdb.com/title/tt14986540/?ref_=adv_li_tt,2021,0.0,0,A nudist must fight hordes of non-nudists and rid the beach of clothing.,tt14986540
Art of Murder: Hunt for the Puppeteer,https://www.imdb.com/title/tt1498715/?ref_=adv_li_tt,2009,7.1,33,FBI agent Nicole Bonnet has to face new challenges as a ruthless murderer leaves mysterious dolls in 18th century costumes by the corpses of his victims.,tt1498715
Art of Murder: FBI Confidential,https://www.imdb.com/title/tt1498716/?ref_=adv_li_tt,2007,6.9,35,Young FBI agent Nicole Bonnet tries to solve a series of macabre murders where the victims are targeted as the wealthy and prominent of the community.,tt1498716
Immortals Fenyx Rising: Myths of the Eastern Realm,https://www.imdb.com/title/tt14987384/?ref_=adv_li_tt,2021,6.6,12,Add a Plot,tt14987384
Immortals Fenyx Rising: The Lost Gods,https://www.imdb.com/title/tt14987494/?ref_=adv_li_tt,2021,7.1,9,Add a Plot,tt14987494
Fallout 76: Steel Reign,https://www.imdb.com/title/tt14987880/?ref_=adv_li_tt,2021,5.0,11,Add a Plot,tt14987880
Muck,https://www.imdb.com/title/tt14989162/?ref_=adv_li_tt,2021,7.4,33,Muck is a multiplayer survival where your goal is To fix up a boat by gathering different recourses by battling bosses and once you have Completed the boat set sail to the final boss.,tt14989162
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,https://www.imdb.com/title/tt14989690/?ref_=adv_li_tt,2019,7.2,14,Add a Plot,tt14989690
SCP:Pandemic,https://www.imdb.com/title/tt14990866/?ref_=adv_li_tt,2021,0.0,0,"You are a rogue fire-team going against the SCP Foundation and their ongoing attempt of global omnicide. You start at Area 12, the site where the Psi-Z program is being actualized.",tt14990866
Undead Darlings,https://www.imdb.com/title/tt14991152/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14991152
Phantom Breaker: Omnia,https://www.imdb.com/title/tt14991224/?ref_=adv_li_tt,2021,0.0,0,Add a Plot,tt14991224
ARK: Scorched Earth,https://www.imdb.com/title/tt14992366/?ref_=adv_li_tt,2016,6.8,143,"Scorched Earth takes ARK players to an entirely new land, composed of six unique, desert themed biomes dunes, high desert, mountains, canyons, badlands and oasis each with their own aesthetic and ecosystem.",tt14992366
WWE SmackDown vs. RAW 2010,https://www.imdb.com/title/tt1499703/?ref_=adv_li_tt,2009,7.6,569,"The Road to Wrestlemania is back, and with more characters to choose from, including your own superstar. Royal Rumble is now more realistic as it is presented in an all new mini game format.",tt1499703
Spacer,https://www.imdb.com/title/tt14997778/?ref_=adv_li_tt,2022,0.0,0,Add a Plot,tt14997778
Blue Reflection: Second Light,https://www.imdb.com/title/tt14999206/?ref_=adv_li_tt,2021,0.0,0,"The sequel to 2017's Blue Reflection (2017), this game sees a new group of young girls suddenly thrust into a new world, trying to unravel the mystery of where they are and how they got there.",tt14999206
