name,rating,votes,year,url,plot,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,company_name,company_url,company_country,company_startyear
Mischief Makers,8.3,65,1997,https://www.imdb.com/title/tt0793553/?ref_=adv_li_tt,"When Professor Theo is kidnapped, his robotic maid, Marina, sets out to rescue him.",Platform,0.25,0.06,0.07,0.06,0.43,Enix,https://www.igdb.com/companies/enix,Japan,
Missile Command,7.0,156,1980,https://www.imdb.com/title/tt0294730/?ref_=adv_li_tt,"Missiles from the sky are attacking the cities, you, as the player, must defend the 6 cities as long as you can.",Shooter,2.56,0.17,0.0,0.03,2.76,Atari,https://www.igdb.com/companies/atari,United States,1972.0
Missile Command,7.0,156,1980,https://www.imdb.com/title/tt0294730/?ref_=adv_li_tt,"Missiles from the sky are attacking the cities, you, as the player, must defend the 6 cities as long as you can.",Shooter,2.56,0.17,0.0,0.03,2.76,Sega,https://www.igdb.com/companies/sega,Japan,2020.0
Missile Command,7.0,156,1980,https://www.imdb.com/title/tt0294730/?ref_=adv_li_tt,"Missiles from the sky are attacking the cities, you, as the player, must defend the 6 cities as long as you can.",Shooter,2.56,0.17,0.0,0.03,2.76,Atari Corporation,https://www.igdb.com/companies/atari-corporation,United States,1984.0
Missile Command,7.0,156,1980,https://www.imdb.com/title/tt0294730/?ref_=adv_li_tt,"Missiles from the sky are attacking the cities, you, as the player, must defend the 6 cities as long as you can.",Shooter,2.56,0.17,0.0,0.03,2.76,Stainless Games,https://www.igdb.com/companies/stainless-games,United Kingdom,1993.0
Missile Command,7.0,156,1980,https://www.imdb.com/title/tt0294730/?ref_=adv_li_tt,"Missiles from the sky are attacking the cities, you, as the player, must defend the 6 cities as long as you can.",Shooter,2.56,0.17,0.0,0.03,2.76,Taito,https://www.igdb.com/companies/taito,Japan,1969.0
Missile Command,7.0,156,1980,https://www.imdb.com/title/tt0294730/?ref_=adv_li_tt,"Missiles from the sky are attacking the cities, you, as the player, must defend the 6 cities as long as you can.",Shooter,2.56,0.17,0.0,0.03,2.76,"Atari, Inc.",https://www.igdb.com/companies/atari-inc,United States,2003.0
Mission: Impossible - Operation Surma,6.3,98,2003,https://www.imdb.com/title/tt0390268/?ref_=adv_li_tt,"IMF operative Ethan Hunt gets hired for a new mission called ""Operation Surma"".",Platform,0.27,0.15,0.0,0.04,0.45,Paradigm Entertainment,https://www.igdb.com/companies/paradigm-entertainment,,
Mission: Impossible - Operation Surma,6.3,98,2003,https://www.imdb.com/title/tt0390268/?ref_=adv_li_tt,"IMF operative Ethan Hunt gets hired for a new mission called ""Operation Surma"".",Platform,0.27,0.15,0.0,0.04,0.45,"Atari, Inc.",https://www.igdb.com/companies/atari-inc,United States,2003.0
Mobile Suit Gundam: Crossfire,4.4,23,2006,https://www.imdb.com/title/tt0891537/?ref_=adv_li_tt,"Gundam, Mobile Suit Gundam: Crossfire takes place Nine months after the Zeon forces attacked, and now the forces of the Earth Federation are about to launch a full blown counter attack. You... See full summary »",Simulation,0.06,0.0,0.14,0.01,0.2,Namco Bandai Games,https://www.igdb.com/companies/namco-bandai-games,Japan,2006.0
Mobile Suit Gundam: Encounters in Space,6.1,19,2003,https://www.imdb.com/title/tt0395623/?ref_=adv_li_tt,"In this Gundam video game series, the stories are from the last half of One Year war of Universal Century 0079 after Kidô senshi Gundam (2000) (VG) (AKA Mobile Suit Gundam: Journey to ... See full summary »",Simulation,0.05,0.04,0.61,0.01,0.72,Bandai,https://www.igdb.com/companies/bandai,Japan,1969.0
Mobile Suit Gundam: Gundam vs. Zeta Gundam,8.0,29,2004,https://www.imdb.com/title/tt0485923/?ref_=adv_li_tt,Mobile Suit Gundam: Gundam vs. Zeta Gundam (Kidou Senshi Gundam: Gundam vs. Z Gundam in Japan) is a PS2 and GameCube arcade third-person shooter. It was released on the PlayStation 2 in the... See full summary »,Shooter,0.03,0.02,0.0,0.01,0.06,Capcom,https://www.igdb.com/companies/capcom,Japan,1979.0
Mobile Suit Gundam: Gundam vs. Zeta Gundam,8.0,29,2004,https://www.imdb.com/title/tt0485923/?ref_=adv_li_tt,Mobile Suit Gundam: Gundam vs. Zeta Gundam (Kidou Senshi Gundam: Gundam vs. Z Gundam in Japan) is a PS2 and GameCube arcade third-person shooter. It was released on the PlayStation 2 in the... See full summary »,Shooter,0.03,0.02,0.0,0.01,0.06,Bandai,https://www.igdb.com/companies/bandai,Japan,1969.0
Mobile Suit Gundam: Zeonic Front,7.9,12,2001,https://www.imdb.com/title/tt0458208/?ref_=adv_li_tt,"In this Gundam video game series, the story takes place in the One Year War of Universal Century 0079 of the Federation against Zeon. However, rather than being part of the Federation, you ... See full summary »",Simulation,0.09,0.07,0.25,0.02,0.43,Bandai,https://www.igdb.com/companies/bandai,Japan,1969.0
Mobile Suit Gundam: Zeonic Front,7.9,12,2001,https://www.imdb.com/title/tt0458208/?ref_=adv_li_tt,"In this Gundam video game series, the story takes place in the One Year War of Universal Century 0079 of the Federation against Zeon. However, rather than being part of the Federation, you ... See full summary »",Simulation,0.09,0.07,0.25,0.02,0.43,Sunrise Interactive,https://www.igdb.com/companies/sunrise-interactive,,
ModNation Racers,7.5,134,2010,https://www.imdb.com/title/tt1692876/?ref_=adv_li_tt,"Enjoy karting fun, where you can shoot, boost and drift your way to the finish line. Create your unique racing experience, Mod character, quirky kart and imaginative track, and share your unique racing experience with the rest of the world.",Racing,0.61,0.6799999999999999,0.08,0.3,1.67,United Front Games,https://www.igdb.com/companies/united-front-games,Canada,2007.0
ModNation Racers,7.5,134,2010,https://www.imdb.com/title/tt1692876/?ref_=adv_li_tt,"Enjoy karting fun, where you can shoot, boost and drift your way to the finish line. Create your unique racing experience, Mod character, quirky kart and imaginative track, and share your unique racing experience with the rest of the world.",Racing,0.61,0.6799999999999999,0.08,0.3,1.67,Sony Computer Entertainment,https://www.igdb.com/companies/sony-computer-entertainment,Japan,1993.0
ModNation Racers,7.5,134,2010,https://www.imdb.com/title/tt1692876/?ref_=adv_li_tt,"Enjoy karting fun, where you can shoot, boost and drift your way to the finish line. Create your unique racing experience, Mod character, quirky kart and imaginative track, and share your unique racing experience with the rest of the world.",Racing,0.61,0.6799999999999999,0.08,0.3,1.67,SCE San Diego Studio,https://www.igdb.com/companies/sce-san-diego-studio,United States,2001.0
Monster House,6.3,183,2006,https://www.imdb.com/title/tt0833979/?ref_=adv_li_tt,"DJ, Chowder, and Jenny explore Nebbercracker's house, defeat its evil creatures, and annihilate the house.",Adventure,0.38,0.11,0.0,0.03,0.53,THQ,https://www.igdb.com/companies/thq,United States,1989.0
