name,rating,votes,year,url,plot,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,company_name,company_url,company_country,company_startyear
Crash Boom Bang!,3.1,14,2006,https://www.imdb.com/title/tt14220810/?ref_=adv_li_tt,"Roll the dice and dive into one of the 40 multiplayer action-oriented mini-games, Crash Bandicoot style.",Misc,0.07,0.01,0.0,0.01,0.09,Vivendi Universal Games,https://www.igdb.com/companies/vivendi-universal-games,United States,2001.0
Crash Nitro Kart,7.1,492,2003,https://www.imdb.com/title/tt0397993/?ref_=adv_li_tt,"The Bandicoots, Cortex, and his minions have been transported to a strange alien planet by the ruler, Emperor Velo the 27th. To get back home, they will have to race across the galaxy, battling champions and race Velo himself.",Racing,1.51,1.25,0.0,0.23,2.98,Vicarious Visions,https://www.igdb.com/companies/vicarious-visions,United States,1990.0
Crash Nitro Kart,7.1,492,2003,https://www.imdb.com/title/tt0397993/?ref_=adv_li_tt,"The Bandicoots, Cortex, and his minions have been transported to a strange alien planet by the ruler, Emperor Velo the 27th. To get back home, they will have to race across the galaxy, battling champions and race Velo himself.",Racing,1.51,1.25,0.0,0.23,2.98,Konami,https://www.igdb.com/companies/konami,Japan,1969.0
Crash Nitro Kart,7.1,492,2003,https://www.imdb.com/title/tt0397993/?ref_=adv_li_tt,"The Bandicoots, Cortex, and his minions have been transported to a strange alien planet by the ruler, Emperor Velo the 27th. To get back home, they will have to race across the galaxy, battling champions and race Velo himself.",Racing,1.51,1.25,0.0,0.23,2.98,Universal Interactive Studios,https://www.igdb.com/companies/universal-interactive-studios,,
Crash Tag Team Racing,7.3,677,2005,https://www.imdb.com/title/tt0492452/?ref_=adv_li_tt,Crash must recover an amusement park's stolen Power Gems in order to earn its ownership.,Racing,0.64,0.3299999999999999,0.0,0.11,1.09,Radical Entertainment,https://www.igdb.com/companies/radical-entertainment,Canada,1991.0
Crash Team Racing,8.6,1948,1999,https://www.imdb.com/title/tt0260831/?ref_=adv_li_tt,"In the fourth installment of the Crash Bandicoot series, an evil alien called Nitros Oxide challenges Crash, his friends, and even his enemies to a racing competition to see who is the fastest in the Universe.",Racing,2.57,1.57,0.44,0.21,4.79,Naughty Dog,https://www.igdb.com/companies/naughty-dog,United States,1984.0
Crash Team Racing,8.6,1948,1999,https://www.imdb.com/title/tt0260831/?ref_=adv_li_tt,"In the fourth installment of the Crash Bandicoot series, an evil alien called Nitros Oxide challenges Crash, his friends, and even his enemies to a racing competition to see who is the fastest in the Universe.",Racing,2.57,1.57,0.44,0.21,4.79,Sony Computer Entertainment,https://www.igdb.com/companies/sony-computer-entertainment,Japan,1993.0
Crash of the Titans,6.5,552,2007,https://www.imdb.com/title/tt1080916/?ref_=adv_li_tt,Crash must stop Doctor Neo Cortex from using magical mojo to turn his island's inhabitants into monstrous Titans.,Action,1.6800000000000002,0.33,0.0,0.32,2.32,Sierra Entertainment,https://www.igdb.com/companies/sierra-entertainment,United States,1979.0
Crash of the Titans,6.5,552,2007,https://www.imdb.com/title/tt1080916/?ref_=adv_li_tt,Crash must stop Doctor Neo Cortex from using magical mojo to turn his island's inhabitants into monstrous Titans.,Action,1.6800000000000002,0.33,0.0,0.32,2.32,Radical Entertainment,https://www.igdb.com/companies/radical-entertainment,Canada,1991.0
Crash of the Titans,6.5,552,2007,https://www.imdb.com/title/tt1080916/?ref_=adv_li_tt,Crash must stop Doctor Neo Cortex from using magical mojo to turn his island's inhabitants into monstrous Titans.,Action,1.6800000000000002,0.33,0.0,0.32,2.32,SuperVillain Studios,https://www.igdb.com/companies/supervillain-studios,,
Crash: Mind Over Mutant,6.4,318,2008,https://www.imdb.com/title/tt1282033/?ref_=adv_li_tt,"In Crash: Mind over Mutant, a rejuvenated Neo Cortex is taking over the world one brain at a time.",Platform,1.33,0.6799999999999999,0.0,0.29,2.3,Sierra Entertainment,https://www.igdb.com/companies/sierra-entertainment,United States,1979.0
Crash: Mind Over Mutant,6.4,318,2008,https://www.imdb.com/title/tt1282033/?ref_=adv_li_tt,"In Crash: Mind over Mutant, a rejuvenated Neo Cortex is taking over the world one brain at a time.",Platform,1.33,0.6799999999999999,0.0,0.29,2.3,Activision,https://www.igdb.com/companies/activision,United States,1979.0
Crash: Mind Over Mutant,6.4,318,2008,https://www.imdb.com/title/tt1282033/?ref_=adv_li_tt,"In Crash: Mind over Mutant, a rejuvenated Neo Cortex is taking over the world one brain at a time.",Platform,1.33,0.6799999999999999,0.0,0.29,2.3,Radical Entertainment,https://www.igdb.com/companies/radical-entertainment,Canada,1991.0
Crash: Mind Over Mutant,6.4,318,2008,https://www.imdb.com/title/tt1282033/?ref_=adv_li_tt,"In Crash: Mind over Mutant, a rejuvenated Neo Cortex is taking over the world one brain at a time.",Platform,1.33,0.6799999999999999,0.0,0.29,2.3,Virtuos,https://www.igdb.com/companies/virtuos,China,2004.0
Crazy Taxi 2,7.0,108,2001,https://www.imdb.com/title/tt0379750/?ref_=adv_li_tt,It's your job to get your customers to their destination by any means necessary.,Racing,0.0,0.0,0.07,0.0,0.07,Sega,https://www.igdb.com/companies/sega,Japan,2020.0
Crazy Taxi 2,7.0,108,2001,https://www.imdb.com/title/tt0379750/?ref_=adv_li_tt,It's your job to get your customers to their destination by any means necessary.,Racing,0.0,0.0,0.07,0.0,0.07,Hitmaker,https://www.igdb.com/companies/hitmaker,Japan,2000.0
Crazy Taxi 3: High Roller,6.6,82,2002,https://www.imdb.com/title/tt0384012/?ref_=adv_li_tt,"The yellow cab is back on the streets of America. The game lets you get behind the wheel with one of four new characters, each with his or her own trademark attitude and new set of wheels.",Racing,0.14,0.04,0.02,0.01,0.2,Sega,https://www.igdb.com/companies/sega,Japan,2020.0
Crazy Taxi 3: High Roller,6.6,82,2002,https://www.imdb.com/title/tt0384012/?ref_=adv_li_tt,"The yellow cab is back on the streets of America. The game lets you get behind the wheel with one of four new characters, each with his or her own trademark attitude and new set of wheels.",Racing,0.14,0.04,0.02,0.01,0.2,Hitmaker,https://www.igdb.com/companies/hitmaker,Japan,2000.0
Crime Life: Gang Wars,0.0,0,2005,https://www.imdb.com/title/tt10982590/?ref_=adv_li_tt,Play as Tre in Grand Central City and protect your gang from other outlaws.,Action,0.04,0.01,0.0,0.0,0.05,Konami,https://www.igdb.com/companies/konami,Japan,1969.0
Crime Life: Gang Wars,0.0,0,2005,https://www.imdb.com/title/tt10982590/?ref_=adv_li_tt,Play as Tre in Grand Central City and protect your gang from other outlaws.,Action,0.04,0.01,0.0,0.0,0.05,Hothouse Creations,https://www.igdb.com/companies/hothouse-creations,,
Criminal Girls: Invite Only,0.0,0,2010,https://www.imdb.com/title/tt5740798/?ref_=adv_li_tt,"In Criminal Girls: Infite Only, the player takes the role of a prison warden in Hell who has been assigned to a group of seven girls. Although these seven have all been damned to Hell for ... See full summary »",Role-Playing,0.0,0.0,0.08,0.0,0.08,Nippon Ichi Software,https://www.igdb.com/companies/nippon-ichi-software,Japan,1991.0
Criminal Girls: Invite Only,0.0,0,2010,https://www.imdb.com/title/tt5740798/?ref_=adv_li_tt,"In Criminal Girls: Infite Only, the player takes the role of a prison warden in Hell who has been assigned to a group of seven girls. Although these seven have all been damned to Hell for ... See full summary »",Role-Playing,0.0,0.0,0.08,0.0,0.08,Imageepoch,https://www.igdb.com/companies/imageepoch,Japan,2005.0
Criminal Girls: Invite Only,0.0,0,2010,https://www.imdb.com/title/tt5740798/?ref_=adv_li_tt,"In Criminal Girls: Infite Only, the player takes the role of a prison warden in Hell who has been assigned to a group of seven girls. Although these seven have all been damned to Hell for ... See full summary »",Role-Playing,0.0,0.0,0.08,0.0,0.08,NIS America,https://www.igdb.com/companies/nis-america,United States,2003.0
Crimson Sea,6.0,16,2002,https://www.imdb.com/title/tt0371615/?ref_=adv_li_tt,Add a Plot,Action,0.04,0.01,0.04,0.0,0.09,Koei,https://www.igdb.com/companies/koei,Japan,1978.0
Crimson Skies: High Road to Revenge,7.6,114,2003,https://www.imdb.com/title/tt0386395/?ref_=adv_li_tt,Set in a world that travels in the skies rather than cars Nathan Zachary goes on an epic journey to revenge a fallen friend and discover the secrets to a masterminds deadly invention,Simulation,0.65,0.19,0.0,0.03,0.87,Microsoft Game Studios,https://www.igdb.com/companies/microsoft-game-studios,United States,2002.0
Crimson Skies: High Road to Revenge,7.6,114,2003,https://www.imdb.com/title/tt0386395/?ref_=adv_li_tt,Set in a world that travels in the skies rather than cars Nathan Zachary goes on an epic journey to revenge a fallen friend and discover the secrets to a masterminds deadly invention,Simulation,0.65,0.19,0.0,0.03,0.87,FASA Studio,https://www.igdb.com/companies/fasa-studio,,
Crimson Tears,7.5,14,2004,https://www.imdb.com/title/tt0420563/?ref_=adv_li_tt,The year is 2049. Tokyo suddenly became a world of labyrinth. The super weapons manufacturer A.R.M.A. has gone out of control when the accident caused the distortions in the planet's ... See full summary »,Role-Playing,0.02,0.01,0.0,0.0,0.03,Capcom,https://www.igdb.com/companies/capcom,Japan,1979.0
Crimson Tears,7.5,14,2004,https://www.imdb.com/title/tt0420563/?ref_=adv_li_tt,The year is 2049. Tokyo suddenly became a world of labyrinth. The super weapons manufacturer A.R.M.A. has gone out of control when the accident caused the distortions in the planet's ... See full summary »,Role-Playing,0.02,0.01,0.0,0.0,0.03,Spike,https://www.igdb.com/companies/spike,Japan,1991.0
Crimson Tears,7.5,14,2004,https://www.imdb.com/title/tt0420563/?ref_=adv_li_tt,The year is 2049. Tokyo suddenly became a world of labyrinth. The super weapons manufacturer A.R.M.A. has gone out of control when the accident caused the distortions in the planet's ... See full summary »,Role-Playing,0.02,0.01,0.0,0.0,0.03,DreamFactory,https://www.igdb.com/companies/dreamfactory,,
Crisis Core: Final Fantasy VII,8.5,1291,2007,https://www.imdb.com/title/tt0483593/?ref_=adv_li_tt,"Taking place around the events of Nibelheim outlined in Last Order: Final Fantasy VII (2005), Crisis Core focuses on Zack Fair, a member of the paramilitary organization SOLDIER, who is assigned to look for the missing soldier Genesis Rhapsodos.",Role-Playing,1.35,0.6,0.8,0.44,3.19,Square Enix,https://www.igdb.com/companies/square-enix,Japan,2003.0
Croc 2,7.1,119,1999,https://www.imdb.com/title/tt0482488/?ref_=adv_li_tt,This lastest installment of Croc's adventures follows out hero through his awkward and heart warming adolescent years,Platform,0.41,0.28,0.0,0.05,0.73,Argonaut Games,https://www.igdb.com/companies/argonaut-games,,
Croc 2,7.1,119,1999,https://www.imdb.com/title/tt0482488/?ref_=adv_li_tt,This lastest installment of Croc's adventures follows out hero through his awkward and heart warming adolescent years,Platform,0.41,0.28,0.0,0.05,0.73,Fox Interactive,https://www.igdb.com/companies/fox-interactive,,
Croc 2,7.1,119,1999,https://www.imdb.com/title/tt0482488/?ref_=adv_li_tt,This lastest installment of Croc's adventures follows out hero through his awkward and heart warming adolescent years,Platform,0.41,0.28,0.0,0.05,0.73,Koei,https://www.igdb.com/companies/koei,Japan,1978.0
Croc: Legend of the Gobbos,7.1,276,1997,https://www.imdb.com/title/tt0290544/?ref_=adv_li_tt,"Rufus, King of the Gobbos, watches a baby crocodile float downriver. This crocodile, Croc, is raised by the Gobbos and becomes one of their own. Now that Croc has grown, he must return to Gobbo Valley to protect them from the Dantinis.",Platform,1.57,1.79,0.0,0.2,3.56,Argonaut Games,https://www.igdb.com/companies/argonaut-games,,
Croc: Legend of the Gobbos,7.1,276,1997,https://www.imdb.com/title/tt0290544/?ref_=adv_li_tt,"Rufus, King of the Gobbos, watches a baby crocodile float downriver. This crocodile, Croc, is raised by the Gobbos and becomes one of their own. Now that Croc has grown, he must return to Gobbo Valley to protect them from the Dantinis.",Platform,1.57,1.79,0.0,0.2,3.56,Fox Interactive,https://www.igdb.com/companies/fox-interactive,,
Cross Edge,0.0,0,2008,https://www.imdb.com/title/tt5651340/?ref_=adv_li_tt,"The game features turn-based battles, a plot that involves rescuing souls, and the ability to dress the female characters of the player's party in a wide variety of outfits.",Role-Playing,0.14,0.02,0.05,0.02,0.23,Koei,https://www.igdb.com/companies/koei,Japan,1978.0
Cross Edge,0.0,0,2008,https://www.imdb.com/title/tt5651340/?ref_=adv_li_tt,"The game features turn-based battles, a plot that involves rescuing souls, and the ability to dress the female characters of the player's party in a wide variety of outfits.",Role-Playing,0.14,0.02,0.05,0.02,0.23,Idea Factory,https://www.igdb.com/companies/idea-factory,Japan,1994.0
Cross Edge,0.0,0,2008,https://www.imdb.com/title/tt5651340/?ref_=adv_li_tt,"The game features turn-based battles, a plot that involves rescuing souls, and the ability to dress the female characters of the player's party in a wide variety of outfits.",Role-Playing,0.14,0.02,0.05,0.02,0.23,Compile Heart,https://www.igdb.com/companies/compile-heart,Japan,2006.0
Cross Edge,0.0,0,2008,https://www.imdb.com/title/tt5651340/?ref_=adv_li_tt,"The game features turn-based battles, a plot that involves rescuing souls, and the ability to dress the female characters of the player's party in a wide variety of outfits.",Role-Playing,0.14,0.02,0.05,0.02,0.23,NIS America,https://www.igdb.com/companies/nis-america,United States,2003.0
Cross Edge,0.0,0,2008,https://www.imdb.com/title/tt5651340/?ref_=adv_li_tt,"The game features turn-based battles, a plot that involves rescuing souls, and the ability to dress the female characters of the player's party in a wide variety of outfits.",Role-Playing,0.14,0.02,0.05,0.02,0.23,CyberFront Korea,https://www.igdb.com/companies/cyberfront-korea,,
"Crouching Tiger, Hidden Dragon",8.0,1436,2003,https://www.imdb.com/title/tt0795363/?ref_=adv_li_tt,"Control Lu Mu Bi, Shu Lien, Jen, and Dark Cloud as you take part in the story of the film Crouching Tiger, Hidden Dragon. This time however, your actions decide the final ending.",Action,0.09,0.06,0.0,0.02,0.17,ESP,https://www.igdb.com/companies/esp,,
"Crouching Tiger, Hidden Dragon",8.0,1436,2003,https://www.imdb.com/title/tt0795363/?ref_=adv_li_tt,"Control Lu Mu Bi, Shu Lien, Jen, and Dark Cloud as you take part in the story of the film Crouching Tiger, Hidden Dragon. This time however, your actions decide the final ending.",Action,0.09,0.06,0.0,0.02,0.17,Genki,https://www.igdb.com/companies/genki,Japan,
"Crouching Tiger, Hidden Dragon",8.0,1436,2003,https://www.imdb.com/title/tt0795363/?ref_=adv_li_tt,"Control Lu Mu Bi, Shu Lien, Jen, and Dark Cloud as you take part in the story of the film Crouching Tiger, Hidden Dragon. This time however, your actions decide the final ending.",Action,0.09,0.06,0.0,0.02,0.17,Bergsala Lightweight,https://www.igdb.com/companies/bergsala-lightweight,,
Cruis'n,4.0,16,2007,https://www.imdb.com/title/tt5996194/?ref_=adv_li_tt,Add a Plot,Racing,0.1,0.01,0.0,0.01,0.12,Midway Games,https://www.igdb.com/companies/midway-games,United States,1969.0
Cruis'n,4.0,16,2007,https://www.imdb.com/title/tt5996194/?ref_=adv_li_tt,Add a Plot,Racing,0.1,0.01,0.0,0.01,0.12,Just Games Interactive,https://www.igdb.com/companies/just-games-interactive,,
Crysis,8.3,5370,2007,https://www.imdb.com/title/tt0954921/?ref_=adv_li_tt,"Sent in to investigate an alien meteor crash, Nomad must fight through the North Korean Army which has also arrived, only to discover North Korea is the least of their worries.",Shooter,0.0,0.69,0.0,0.03,0.72,Electronic Arts,https://www.igdb.com/companies/electronic-arts,United States,1982.0
Crysis,8.3,5370,2007,https://www.imdb.com/title/tt0954921/?ref_=adv_li_tt,"Sent in to investigate an alien meteor crash, Nomad must fight through the North Korean Army which has also arrived, only to discover North Korea is the least of their worries.",Shooter,0.0,0.69,0.0,0.03,0.72,Crytek Frankfurt,https://www.igdb.com/companies/crytek-frankfurt,Germany,1999.0
Crysis 2,7.8,5028,2011,https://www.imdb.com/title/tt1684551/?ref_=adv_li_tt,"Set 3 years after the original game. Fight the aliens, following the protagonist in a new type of jungle; New York, the urban jungle.",Action,1.31,1.52,0.08,0.4599999999999999,3.39,Electronic Arts,https://www.igdb.com/companies/electronic-arts,United States,1982.0
Crysis 2,7.8,5028,2011,https://www.imdb.com/title/tt1684551/?ref_=adv_li_tt,"Set 3 years after the original game. Fight the aliens, following the protagonist in a new type of jungle; New York, the urban jungle.",Action,1.31,1.52,0.08,0.4599999999999999,3.39,Crytek Frankfurt,https://www.igdb.com/companies/crytek-frankfurt,Germany,1999.0
Crysis 2,7.8,5028,2011,https://www.imdb.com/title/tt1684551/?ref_=adv_li_tt,"Set 3 years after the original game. Fight the aliens, following the protagonist in a new type of jungle; New York, the urban jungle.",Action,1.31,1.52,0.08,0.4599999999999999,3.39,Crytek UK,https://www.igdb.com/companies/crytek-uk,United Kingdom,1999.0
Crysis 3,7.4,2861,2013,https://www.imdb.com/title/tt2374911/?ref_=adv_li_tt,Prophet is forced to save New York City from CELL after the alien invasion in Crysis 2 (2011).,Shooter,0.94,1.15,0.04,0.35,2.46,Electronic Arts,https://www.igdb.com/companies/electronic-arts,United States,1982.0
Crysis 3,7.4,2861,2013,https://www.imdb.com/title/tt2374911/?ref_=adv_li_tt,Prophet is forced to save New York City from CELL after the alien invasion in Crysis 2 (2011).,Shooter,0.94,1.15,0.04,0.35,2.46,Crytek Frankfurt,https://www.igdb.com/companies/crytek-frankfurt,Germany,1999.0
Crysis 3,7.4,2861,2013,https://www.imdb.com/title/tt2374911/?ref_=adv_li_tt,Prophet is forced to save New York City from CELL after the alien invasion in Crysis 2 (2011).,Shooter,0.94,1.15,0.04,0.35,2.46,Crytek UK,https://www.igdb.com/companies/crytek-uk,United Kingdom,1999.0
Crystal Castles,7.0,53,1983,https://www.imdb.com/title/tt0346808/?ref_=adv_li_tt,"Bentley Bear gathers gems found along the paths of many three-quarters-view castles. Wear the magic hat to kill the witch, Berthilda, and eliminate the gem eaters while they are eating. Secret warps take you to higher levels.",Action,0.72,0.04,0.0,0.01,0.77,Microsoft Game Studios,https://www.igdb.com/companies/microsoft-game-studios,United States,2002.0
Crystal Castles,7.0,53,1983,https://www.imdb.com/title/tt0346808/?ref_=adv_li_tt,"Bentley Bear gathers gems found along the paths of many three-quarters-view castles. Wear the magic hat to kill the witch, Berthilda, and eliminate the gem eaters while they are eating. Secret warps take you to higher levels.",Action,0.72,0.04,0.0,0.01,0.77,Atari,https://www.igdb.com/companies/atari,United States,1972.0
Crystal Castles,7.0,53,1983,https://www.imdb.com/title/tt0346808/?ref_=adv_li_tt,"Bentley Bear gathers gems found along the paths of many three-quarters-view castles. Wear the magic hat to kill the witch, Berthilda, and eliminate the gem eaters while they are eating. Secret warps take you to higher levels.",Action,0.72,0.04,0.0,0.01,0.77,U.S. Gold,https://www.igdb.com/companies/u-s-gold,United Kingdom,1984.0
Crystal Castles,7.0,53,1983,https://www.imdb.com/title/tt0346808/?ref_=adv_li_tt,"Bentley Bear gathers gems found along the paths of many three-quarters-view castles. Wear the magic hat to kill the witch, Berthilda, and eliminate the gem eaters while they are eating. Secret warps take you to higher levels.",Action,0.72,0.04,0.0,0.01,0.77,Krome Studios,https://www.igdb.com/companies/krome-studios,Australia,1999.0
Crystal Castles,7.0,53,1983,https://www.imdb.com/title/tt0346808/?ref_=adv_li_tt,"Bentley Bear gathers gems found along the paths of many three-quarters-view castles. Wear the magic hat to kill the witch, Berthilda, and eliminate the gem eaters while they are eating. Secret warps take you to higher levels.",Action,0.72,0.04,0.0,0.01,0.77,Andromeda Software,https://www.igdb.com/companies/andromeda-software,,
Cubic Ninja,0.0,0,2011,https://www.imdb.com/title/tt2137057/?ref_=adv_li_tt,Add a Plot,Platform,0.05,0.04,0.0,0.01,0.1,AQ Interactive,https://www.igdb.com/companies/aq-interactive,Japan,2005.0
Cubivore: Survival of the Fittest,8.1,23,2002,https://www.imdb.com/title/tt0493345/?ref_=adv_li_tt,"As a cube-shaped animal in a simplistic-looking world, fight, devour and mate your way to the top of the food chain and claim the title of ""Animal Leader"".",Adventure,0.01,0.0,0.15,0.0,0.17,Nintendo,https://www.igdb.com/companies/nintendo,Japan,1969.0
Cubivore: Survival of the Fittest,8.1,23,2002,https://www.imdb.com/title/tt0493345/?ref_=adv_li_tt,"As a cube-shaped animal in a simplistic-looking world, fight, devour and mate your way to the top of the food chain and claim the title of ""Animal Leader"".",Adventure,0.01,0.0,0.15,0.0,0.17,"Intelligent Systems Co., Ltd.",https://www.igdb.com/companies/intelligent-systems-co-dot-ltd,Japan,1986.0
Cubivore: Survival of the Fittest,8.1,23,2002,https://www.imdb.com/title/tt0493345/?ref_=adv_li_tt,"As a cube-shaped animal in a simplistic-looking world, fight, devour and mate your way to the top of the food chain and claim the title of ""Animal Leader"".",Adventure,0.01,0.0,0.15,0.0,0.17,Atlus,https://www.igdb.com/companies/atlus,Japan,1986.0
Cubivore: Survival of the Fittest,8.1,23,2002,https://www.imdb.com/title/tt0493345/?ref_=adv_li_tt,"As a cube-shaped animal in a simplistic-looking world, fight, devour and mate your way to the top of the food chain and claim the title of ""Animal Leader"".",Adventure,0.01,0.0,0.15,0.0,0.17,Saru Brunei,https://www.igdb.com/companies/saru-brunei,,
Culdcept,0.0,0,2012,https://www.imdb.com/title/tt9649424/?ref_=adv_li_tt,Add a Plot,Misc,0.0,0.0,0.16,0.0,0.16,Omiya Soft,https://www.igdb.com/companies/omiya-soft,,
Culdcept,0.0,0,2012,https://www.imdb.com/title/tt9649424/?ref_=adv_li_tt,Add a Plot,Misc,0.0,0.0,0.16,0.0,0.16,NEC Interchannel,https://www.igdb.com/companies/nec-interchannel,,
Culdcept Revolt,0.0,0,2016,https://www.imdb.com/title/tt5523336/?ref_=adv_li_tt,Add a Plot,Strategy,0.0,0.0,0.05,0.0,0.05,Nintendo,https://www.igdb.com/companies/nintendo,Japan,1969.0
Culdcept Revolt,0.0,0,2016,https://www.imdb.com/title/tt5523336/?ref_=adv_li_tt,Add a Plot,Strategy,0.0,0.0,0.05,0.0,0.05,Omiya Soft,https://www.igdb.com/companies/omiya-soft,,
Culdcept Revolt,0.0,0,2016,https://www.imdb.com/title/tt5523336/?ref_=adv_li_tt,Add a Plot,Strategy,0.0,0.0,0.05,0.0,0.05,NIS America,https://www.igdb.com/companies/nis-america,United States,2003.0
Culdcept Revolt,0.0,0,2016,https://www.imdb.com/title/tt5523336/?ref_=adv_li_tt,Add a Plot,Strategy,0.0,0.0,0.05,0.0,0.05,Jamsworks,https://www.igdb.com/companies/jamsworks,,
Curious George,6.9,34,2006,https://www.imdb.com/title/tt0497349/?ref_=adv_li_tt,A video-game adaptation of the popular 'Curious George' children's books.,Action,0.31,0.13,0.0,0.02,0.4599999999999999,Namco,https://www.igdb.com/companies/namco,Japan,1969.0
Curious George,6.9,34,2006,https://www.imdb.com/title/tt0497349/?ref_=adv_li_tt,A video-game adaptation of the popular 'Curious George' children's books.,Action,0.31,0.13,0.0,0.02,0.4599999999999999,Monkey Bar Games,https://www.igdb.com/companies/monkey-bar-games,,
Curious George,6.9,34,2006,https://www.imdb.com/title/tt0497349/?ref_=adv_li_tt,A video-game adaptation of the popular 'Curious George' children's books.,Action,0.31,0.13,0.0,0.02,0.4599999999999999,Universal Pictures,https://www.igdb.com/companies/universal-pictures,,
Cursed Mountain,6.9,44,2009,https://www.imdb.com/title/tt1531058/?ref_=adv_li_tt,"When Eric Simmons' brother, Frank, goes missing after being hired to climb a sacred mountain he must make the trek himself to find him. However, the journey will prove far more dangerous ... See full summary »",Adventure,0.09,0.1,0.0,0.02,0.22,Deep Silver,https://www.igdb.com/companies/deep-silver,Germany,2002.0
Cursed Mountain,6.9,44,2009,https://www.imdb.com/title/tt1531058/?ref_=adv_li_tt,"When Eric Simmons' brother, Frank, goes missing after being hired to climb a sacred mountain he must make the trek himself to find him. However, the journey will prove far more dangerous ... See full summary »",Adventure,0.09,0.1,0.0,0.02,0.22,Deep Silver Vienna,https://www.igdb.com/companies/deep-silver-vienna,,
Cursed Mountain,6.9,44,2009,https://www.imdb.com/title/tt1531058/?ref_=adv_li_tt,"When Eric Simmons' brother, Frank, goes missing after being hired to climb a sacred mountain he must make the trek himself to find him. However, the journey will prove far more dangerous ... See full summary »",Adventure,0.09,0.1,0.0,0.02,0.22,Sproing Interactive Media,https://www.igdb.com/companies/sproing-interactive-media,Austria,2001.0
Custom Robo Arena,7.3,7,2006,https://www.imdb.com/title/tt9216824/?ref_=adv_li_tt,Add a Plot,Fighting,0.02,0.02,0.12,0.0,0.17,Nintendo,https://www.igdb.com/companies/nintendo,Japan,1969.0
Custom Robo Arena,7.3,7,2006,https://www.imdb.com/title/tt9216824/?ref_=adv_li_tt,Add a Plot,Fighting,0.02,0.02,0.12,0.0,0.17,Noise,https://www.igdb.com/companies/noise,,
Custom Robo V2,0.0,0,2000,https://www.imdb.com/title/tt8705254/?ref_=adv_li_tt,Add a Plot,Fighting,0.0,0.0,0.34,0.05,0.39,Nintendo,https://www.igdb.com/companies/nintendo,Japan,1969.0
Custom Robo V2,0.0,0,2000,https://www.imdb.com/title/tt8705254/?ref_=adv_li_tt,Add a Plot,Fighting,0.0,0.0,0.34,0.05,0.39,Noise,https://www.igdb.com/companies/noise,,
Cy Girls,7.7,20,2004,https://www.imdb.com/title/tt0412605/?ref_=adv_li_tt,"As either of the two girls Ice or Aska, you go through 8 Stages with mission objectives involving stealth, puzzle solving and unraveling the mysteries of various important things. Also, Ice... See full summary »",Action,0.02,0.01,0.0,0.0,0.04,Konami,https://www.igdb.com/companies/konami,Japan,1969.0
Cyber Troopers Virtual-On Marz,6.2,17,2003,https://www.imdb.com/title/tt0401373/?ref_=adv_li_tt,Add a Plot,Fighting,0.02,0.01,0.0,0.0,0.04,Sega,https://www.igdb.com/companies/sega,Japan,2020.0
Cyber Troopers Virtual-On Marz,6.2,17,2003,https://www.imdb.com/title/tt0401373/?ref_=adv_li_tt,Add a Plot,Fighting,0.02,0.01,0.0,0.0,0.04,Hitmaker,https://www.igdb.com/companies/hitmaker,Japan,2000.0
D,7.7,49,1995,https://www.imdb.com/title/tt0462243/?ref_=adv_li_tt,"Taking place in 1997, Laura Harris investigate a hospital after learning her father went on a mass murdering spree and barricaded himself inside. The hospital morphs into a castle upon her ... See full summary »",Adventure,0.0,0.0,0.1,0.01,0.11,Acclaim Entertainment,https://www.igdb.com/companies/acclaim-entertainment,United States,1987.0
D,7.7,49,1995,https://www.imdb.com/title/tt0462243/?ref_=adv_li_tt,"Taking place in 1997, Laura Harris investigate a hospital after learning her father went on a mass murdering spree and barricaded himself inside. The hospital morphs into a castle upon her ... See full summary »",Adventure,0.0,0.0,0.1,0.01,0.11,WARP,https://www.igdb.com/companies/warp,,
D,7.7,49,1995,https://www.imdb.com/title/tt0462243/?ref_=adv_li_tt,"Taking place in 1997, Laura Harris investigate a hospital after learning her father went on a mass murdering spree and barricaded himself inside. The hospital morphs into a castle upon her ... See full summary »",Adventure,0.0,0.0,0.1,0.01,0.11,Rozner Labs Software Group,https://www.igdb.com/companies/rozner-labs-software-group,,
D,7.7,49,1995,https://www.imdb.com/title/tt0462243/?ref_=adv_li_tt,"Taking place in 1997, Laura Harris investigate a hospital after learning her father went on a mass murdering spree and barricaded himself inside. The hospital morphs into a castle upon her ... See full summary »",Adventure,0.0,0.0,0.1,0.01,0.11,Panasonic Software Company,https://www.igdb.com/companies/panasonic-software-company,,
DC Universe Online,7.4,730,2011,https://www.imdb.com/title/tt1327585/?ref_=adv_li_tt,"Lex Luthor travels back in time from a desolate future where Braniac has killed off all the superheroes and taken over the world, to ally with heroes of present day to form a plan to stop him by using the Exobyte data.",Role-Playing,0.51,0.18,0.0,0.08,0.76,WB Games,https://www.igdb.com/companies/wb-games,United States,1993.0
DC Universe Online,7.4,730,2011,https://www.imdb.com/title/tt1327585/?ref_=adv_li_tt,"Lex Luthor travels back in time from a desolate future where Braniac has killed off all the superheroes and taken over the world, to ally with heroes of present day to form a plan to stop him by using the Exobyte data.",Role-Playing,0.51,0.18,0.0,0.08,0.76,Sony Online Entertainment,https://www.igdb.com/companies/sony-online-entertainment,United States,1997.0
